FILE_NAME,CATEGORY,TOTAL_TOKENS(excluding_spaces),TOTAL_SENTENCES,TOTAL_LINES,TOTAL_WORDS,UNIQUE_WORDS
Tapioca-Insect-and-Mite-Pests.txt,Crop-Production,1097,60,99,1097,486
Tapioca-Pests.txt,Crop-Production,275,6,41,275,161
Tea-Beneficial-Insects.txt,Crop-Production,25,1,25,25,21
Tea-Crop-Stage-Wise--IPM.txt,Crop-Production,4718,183,439,4718,1386
Tea-Diseases.txt,Crop-Production,784,41,113,784,335
Tea-Insect-Pests.txt,Crop-Production,2794,147,232,2794,944
Tea-Pests.txt,Crop-Production,653,16,94,653,320
Technologies-for-Vegetable-crops.txt,Crop-Production,78,2,13,78,48
The-Nematodes-From-the-Vistas-of-Climate-Change.txt,Crop-Production,5166,296,215,5166,1529
Tips-for-rice-growers.txt,Crop-Production,448,34,30,448,180
Tobacco--Crop-Stage-wise-IPM.txt,Crop-Production,1922,108,101,1922,671
Tobacco--Diseases-and-Symptoms.txt,Crop-Production,1401,82,186,1401,493
Tobacco--Natural-Enemies.txt,Crop-Production,435,15,52,435,222
Tobacco-Pests.txt,Crop-Production,488,21,83,488,254
Tobacco.txt,Crop-Production,1945,105,124,1945,716
Tomato--Crop-Stage-wise-IPM.txt,Crop-Production,3135,86,103,3135,756
Tomato--Diseases-and-Symptoms.txt,Crop-Production,1575,67,194,1575,566
Tomato--Insect-and-Pests-Management.txt,Crop-Production,1103,66,134,1103,493
Tomato--Natural-Enemies.txt,Crop-Production,849,24,64,849,276
Tomato-Pests.txt,Crop-Production,1004,36,97,1004,321
Tomato.txt,Crop-Production,2332,118,166,2332,860
Transgenic-Crops-Biosafety-Concerns-and-Regulations-in-India.txt,Crop-Production,1669,65,90,1669,658
Tuberose.txt,Crop-Production,6842,321,318,6842,1783
Turmeric--Crop-Stage-wise-IPM.txt,Crop-Production,2508,115,110,2508,707
Turmeric--Diseases-and-Symptoms.txt,Crop-Production,737,40,98,737,305
Turmeric--Natural-Enemies.txt,Crop-Production,507,17,38,507,218
Turmeric-Pests.txt,Crop-Production,477,20,85,477,255
Turmeric.txt,Crop-Production,3557,166,331,3557,1248
Uses-of-Oats-.txt,Crop-Production,1738,144,96,1738,689
Vanilla.txt,Crop-Production,3486,186,153,3486,1127
Vegetable-cultivation-in-Meghalaya.txt,Crop-Production,5236,268,404,5236,1287
Walnut-beneficial-insects.txt,Crop-Production,27,1,17,27,24
Walnut-Insect-Pests.txt,Crop-Production,2723,143,164,2723,889
Walnut-Pests.txt,Crop-Production,427,17,59,427,214
Walnut-Stage-wise-IPM.txt,Crop-Production,2121,83,390,2121,793
Weather-based-Agro-Advisories.txt,Crop-Production,395,14,23,395,199
Wheat--Crop-Stage-wise-IPM.txt,Crop-Production,2962,129,105,2962,854
Wheat--Diseases-and-Symptoms.txt,Crop-Production,1679,95,232,1679,551
Wheat-Pests.txt,Crop-Production,604,29,85,604,314
Wheat.txt,Crop-Production,3258,139,123,3258,927
Year-round-cultivation-of-chrysanthemums.txt,Crop-Production,1114,42,105,1114,501
Zinc-Solubilizing-Bacteria-and-its-Application-in-Agriculture.txt,Crop-Production,791,40,39,791,348
Active-Fishing-Gears.txt,Fisheries,1917,116,98,1917,641
Advisories-for-inland-fishers-in-the-context-of-COVID19.txt,Fisheries,854,44,30,854,377
AMR-and-animal-health.txt,Fisheries,667,32,31,667,267
Aquaculture-in-Apatani-plateau-in-Arunachal-Pradesh.txt,Fisheries,602,26,25,602,274
Aquaculture-in-Hills-.txt,Fisheries,1998,99,65,1998,597
Aquafarmer-centric-information-related-to-aquaculture.txt,Fisheries,2409,75,304,2409,749
Biofloc-culture.txt,Fisheries,751,37,42,751,351
Biofloc-Fish-Culture.txt,Fisheries,780,32,44,780,366
Breeding-and-Seed-Production-of-Silver-Pompano.txt,Fisheries,2586,124,67,2586,828
Breeding-and-seed-production-of-Tiger-shrimp.txt,Fisheries,1897,96,84,1897,726
Cage-culture-in-Aquaculture-.txt,Fisheries,1980,102,109,1980,741
Carp-culture-in-ponds.txt,Fisheries,1547,58,103,1547,592
Chemical-composition-of-fish.txt,Fisheries,3508,177,95,3508,1031
COVID-19-guidelines-for-fishing-and-fish-handling-.txt,Fisheries,9,1,3,9,9
COVID-19-Mitigation-Advisory-for-Fish-Transportation.txt,Fisheries,1058,47,89,1058,434
Culture-of-Chinese-carp.txt,Fisheries,2498,168,156,2498,828
Culture-of-Climbing-perch-fish.txt,Fisheries,1859,95,57,1859,703
Culture-of-Cobia.txt,Fisheries,1892,96,67,1892,679
Culture-of-Common-carp.txt,Fisheries,3348,197,136,3348,1043
Culture-of-Indian-Major-Carp.txt,Fisheries,3814,189,165,3814,1080
Culture-of-minor-carps-and-barbs.txt,Fisheries,1362,78,48,1362,520
Culture-of-Murrel.txt,Fisheries,2038,114,64,2038,725
Economics-of-freshwater-pearl-culture.txt,Fisheries,439,30,225,439,225
Edible-Oyster-Farming-in-India.txt,Fisheries,2999,140,355,2999,1060
Egg-buriers-of-ornamental-fish.txt,Fisheries,451,25,28,451,246
Egg-depositor-of-ornamental-fishes.txt,Fisheries,1355,67,57,1355,559
Egg-scatter-laying-adhesive-eggs.txt,Fisheries,556,33,62,556,292
Egg-Scatter-laying-non-adhesive-eggs.txt,Fisheries,870,58,71,870,376
Fish-culture-in-Ponds.txt,Fisheries,603,41,33,603,236
Fish-curing.txt,Fisheries,908,46,47,908,337
Fish-Disease-and-Pond-Environment-Monitoring.txt,Fisheries,2790,111,158,2790,900
Fisheries-extension.txt,Fisheries,1758,69,42,1758,637
Fishing-boats-in-India.txt,Fisheries,1990,82,279,1990,652
Fishing-Crafts-and-Gears-in-Lakes-of-India.txt,Fisheries,1760,82,48,1760,585
Fishing-crafts-in-reservoirs-of-India.txt,Fisheries,627,35,29,627,283
Foldable-trap-to-exploit-fishery-in-backwaters.txt,Fisheries,331,14,13,331,158
Fresh-Water-Prawn-Culture.txt,Fisheries,1939,134,608,1939,704
Freshwater-Pearl-Culture.txt,Fisheries,2443,111,88,2443,750
Grow-out-culture-of-Magur.txt,Fisheries,1703,94,77,1703,616
Guidelines-for-Sea-Cage-Farming-in-India.txt,Fisheries,4571,207,182,4571,1319
Integrated-Farming-Systems-in-Assam.txt,Fisheries,4985,270,636,4985,1342
Livebearers-of-Ornamental-Fishes.txt,Fisheries,1395,66,155,1395,557
Lobster-farming-in-India.txt,Fisheries,1439,66,59,1439,583
Locally-available-fish-feed-ingredients.txt,Fisheries,351,10,209,351,225
Marine-Fin-Fish-Culture.txt,Fisheries,2284,64,143,2284,822
Marine-fisheries-in-india.txt,Fisheries,769,30,23,769,366
Mince-and-mince-based-products.txt,Fisheries,963,46,47,963,361
Mud-Crab-Culture.txt,Fisheries,1061,59,77,1061,426
Murrel-Culture-in-Ponds.txt,Fisheries,727,35,49,727,317
Mussel-Culture-.txt,Fisheries,1860,98,98,1860,708
Nest-builders-of-Ornamental-fishes.txt,Fisheries,1720,89,88,1720,638
Nutrient-requirements-of-gold-fish.txt,Fisheries,903,28,363,903,403
Nutrients-requirement-of-fishes.txt,Fisheries,1619,60,33,1619,470
Ornamental-fish-farming-in-India.txt,Fisheries,703,32,177,703,375
Ornamental-Fish-Farming.txt,Fisheries,629,30,51,629,345
Overview-of-Freshwater-Pearl-Culture.txt,Fisheries,1049,44,48,1049,387
Preservation-and-Storage-of-fish-products.txt,Fisheries,3279,163,142,3279,1012
Processing-of-fish.txt,Fisheries,10246,516,471,10246,2067
Production-of-Asian-Seabass.txt,Fisheries,1747,88,201,1747,604
Production-of-Butter-Catfish.txt,Fisheries,1403,62,63,1403,570
Production-of-Carp-Fry-and-Fingerlings.txt,Fisheries,1270,50,45,1270,462
Production-of-Cauvery-Carp.txt,Fisheries,748,36,45,748,365
Production-of-Clams.txt,Fisheries,1208,51,59,1208,541
Production-of-Climbing-Perch.txt,Fisheries,1447,74,74,1447,603
Production-of-Cobia.txt,Fisheries,2658,119,231,2658,928
Production-of-Giant-Freshwater-Prawn.txt,Fisheries,2724,115,151,2724,994
Production-of-Grey-Mullet.txt,Fisheries,1211,59,79,1211,474
Production-of-Grouper.txt,Fisheries,2947,130,138,2947,955
Production-of-Indian-White-Shrimp.txt,Fisheries,1018,50,85,1018,409
Production-of-Mahseer.txt,Fisheries,1404,73,45,1404,599
Production-of-Major-Carps.txt,Fisheries,8995,393,468,8995,2087
Production-of-Malabar-Labeo.txt,Fisheries,1052,55,43,1052,474
Production-of-Milk-Fish.txt,Fisheries,2378,110,145,2378,845
Production-of-Murrels.txt,Fisheries,2202,97,130,2202,804
Production-of-Mussels.txt,Fisheries,3442,138,175,3442,1157
Production-of-Nile-Tilapia.txt,Fisheries,7459,323,339,7459,1772
Production-of-Pangasius-Catfish.txt,Fisheries,3055,127,149,3055,969
Production-of-Pearlspot.txt,Fisheries,3006,133,215,3006,995
Production-of-Pompano.txt,Fisheries,1086,56,187,1086,452
Production-of-Pulchellus-Carp.txt,Fisheries,2132,83,61,2132,745
Production-of-Seaweeds.txt,Fisheries,1541,68,56,1541,635
Production-of-Stinging-Catfish.txt,Fisheries,1624,78,75,1624,635
Production-of-Tiger-Shrimp.txt,Fisheries,4719,211,259,4719,1370
Production-of-Vannamei-Shrimp.txt,Fisheries,2097,95,134,2097,756
Production-of-Walking-Catfish.txt,Fisheries,2885,140,87,2885,958
Production-of-Yellow-Catfish.txt,Fisheries,1091,54,37,1091,516
Products-from-fish.txt,Fisheries,2059,79,183,2059,662
Products-from-Rainbow-Trout.txt,Fisheries,597,28,63,597,291
Recirculatory-Aquaculture-System-(RAS).txt,Fisheries,769,28,72,769,389
Reservoir-Fisheries-of-India.txt,Fisheries,1017,46,45,1017,370
Reservoir-Fishing-Gears.txt,Fisheries,1131,59,34,1131,394
Riverine-Fish-Species-.txt,Fisheries,221,8,46,221,125
Riverine-Fishing-Crafts-and-Gears.txt,Fisheries,2856,160,155,2856,873
Riverine-system-of-India.txt,Fisheries,1783,57,894,1783,792
Sea-urchin-Culture.txt,Fisheries,1232,50,86,1232,545
Site-selection-and-construction-of-fish-farm.txt,Fisheries,2359,118,112,2359,732
Spoilage-of-fish-products.txt,Fisheries,780,43,43,780,362
Surgical-procedures-in-pearl-culture.txt,Fisheries,2560,103,59,2560,718
Trend-analysis-of-Marine-Fisheries-of-India.txt,Fisheries,3400,154,64,3400,905
Trophic-State-Index-.txt,Fisheries,700,32,37,700,276
Trout-Culture-in-Raceways.txt,Fisheries,1033,49,39,1033,417
Trout-Culture-in-Recirculatory-Aquaculture-System-(RAS).txt,Fisheries,1237,41,83,1237,549
Trout-farming-in-HP.txt,Fisheries,904,39,95,904,355
Types-of-Pearls-.txt,Fisheries,862,39,50,862,353
Agro-forestry.txt,Forestry,2488,92,184,2488,805
Ailanthus-excelsa.txt,Forestry,1094,66,37,1094,509
Calophyllum-inophyllum.txt,Forestry,908,54,50,908,439
Casuarina.txt,Forestry,1770,89,49,1770,694
Clonal-forestry.txt,Forestry,2832,149,83,2832,860
Disease-management.txt,Forestry,4765,241,263,4765,1178
Eucalyptus.txt,Forestry,990,55,51,990,472
Fire-protection.txt,Forestry,836,34,55,836,385
Forest-Nursery.txt,Forestry,754,35,35,754,351
Gmelina-arborea-.txt,Forestry,1356,79,53,1356,550
Melia-dubia.txt,Forestry,726,50,31,726,361
Neolamarckia-cadamba-.txt,Forestry,1384,71,56,1384,639
Pest-management.txt,Forestry,1644,84,61,1644,572
Sandalwood.txt,Forestry,1582,75,69,1582,640
Teak.txt,Forestry,1578,68,37,1578,596
Tree-Pest-Management.txt,Forestry,1542,83,335,1542,429
Weed-management.txt,Forestry,1068,51,44,1068,446
Acoustic-detection-of-wood-borers.txt,ICT-applications-in-Agriculture,783,31,37,783,320
Artificial-Intelligence-in-Agriculture.txt,ICT-applications-in-Agriculture,1269,54,59,1269,525
Blockchain-in-Agriculture.txt,ICT-applications-in-Agriculture,733,37,37,733,329
Book-your-crop-on-Mobile-.txt,ICT-applications-in-Agriculture,619,28,35,619,283
Disaster-Preparedness.txt,ICT-applications-in-Agriculture,616,24,25,616,307
Electronic-Negotiable-Warehouse-Receipt.txt,ICT-applications-in-Agriculture,696,19,43,696,276
First-of-its-kind-Fly.docx,ICT-applications-in-Agriculture,0,0,1,0,0
IoT-in-Agriculture.txt,ICT-applications-in-Agriculture,1116,48,83,1116,451
Kisan-Sarathi-digital-platform.txt,ICT-applications-in-Agriculture,117,4,7,117,79
Kisan-Suvidha-App.txt,ICT-applications-in-Agriculture,341,20,26,341,168
Paddy--Growers-of--Odisha---An-Online--Bonanza.txt,ICT-applications-in-Agriculture,575,22,34,575,280
"Precision-livestock-farming--Principles,-Opportunities-and-Challenges.txt",ICT-applications-in-Agriculture,2005,62,58,2005,667
Robotics-in-Vegetable-Crops.txt,ICT-applications-in-Agriculture,2084,90,108,2084,840
SATHI-portal.txt,ICT-applications-in-Agriculture,293,6,35,293,153
Use-of-Drones-in-Agriculture-.txt,ICT-applications-in-Agriculture,1670,56,66,1670,600
Advisory-on-Lumpy-Skin-Disease.txt,Livestock,696,20,51,696,336
Animal-breeding.txt,Livestock,659,35,54,659,266
Appearance-of-the-healthy-animal.txt,Livestock,921,59,96,921,319
Artificial-Insemination.txt,Livestock,2315,120,147,2315,789
Body-temperature-of-animals.txt,Livestock,562,34,80,562,236
Breeding-Management.txt,Livestock,1154,62,110,1154,460
Breeding-strategies-for-improving-Chevon-and-goat-milk-production-in-India-.txt,Livestock,1467,54,127,1467,553
Breeds-of-cattle-_-buffalo.txt,Livestock,5475,366,565,5475,1259
Breeds-of-Pigs.txt,Livestock,1142,49,113,1142,475
Breeds-of-Sheep-_-Goat.txt,Livestock,6181,466,544,6181,1185
Buffalo-genetic-resources-in-India-and-their-conservation.txt,Livestock,1343,54,133,1343,584
Calendar-of-activities-for-cattle-management.txt,Livestock,3182,167,165,3182,725
Calving-(Parturition).txt,Livestock,891,52,74,891,316
Care-of-the-newborn-animal.txt,Livestock,889,50,60,889,322
Care-of-the-Sow-and-Piglet.txt,Livestock,516,29,30,516,219
Care-_-Management-of-dry-cows.txt,Livestock,911,54,47,911,384
Care-_-Management-of-pregnant-animal.txt,Livestock,967,50,43,967,430
Castrating-Piglets.txt,Livestock,429,29,24,429,203
Castration-of-ruminants.txt,Livestock,701,45,68,701,278
Clean-milk-production.txt,Livestock,2544,116,80,2544,902
Commercial-Rearing-.txt,Livestock,88,4,16,88,62
Common-abbreviations-used-in-veterinary-prescriptions.txt,Livestock,424,24,164,424,253
Common-animal-diseases-and-their-management.txt,Livestock,8721,467,451,8721,2245
Common-management-practices.txt,Livestock,1933,98,176,1933,789
"Dehorning-Calves,-Lambs-and-Kids.txt",Livestock,310,21,31,310,152
Dentition-and-ageing-of-horses.txt,Livestock,1888,86,156,1888,483
Determination-of-age-of-animals.txt,Livestock,381,8,69,381,120
e-pashuhaat-portal.txt,Livestock,286,13,40,286,166
Ear-tagging-or-Notching-.txt,Livestock,242,15,21,242,117
Economic-characters-of-dairy-cattle.txt,Livestock,935,48,89,935,271
Ethnoveterinary-Formulations-for-Important-Ailments-in-Bovines.txt,Livestock,1441,83,242,1441,436
External-Parasites-of-Ruminants.txt,Livestock,859,52,46,859,313
Factors-affecting-Breeding-Efficiency-in-Cattle-and-Buffaloes.txt,Livestock,802,38,27,802,370
Feed-and-Water-For-Ruminants.txt,Livestock,1304,77,94,1304,460
Feeding-and-Housing-for-Pigs.txt,Livestock,1083,60,45,1083,356
Feeding-Management.txt,Livestock,1078,47,186,1078,422
Fodder-Production.txt,Livestock,3054,156,262,3054,937
Grazing-and-feed-management.txt,Livestock,3061,147,289,3061,977
Guidelines-for-prevention-of-Lumpy-Skin-Disease.txt,Livestock,1543,51,82,1543,543
Handling-and-restraining-pigs.txt,Livestock,307,18,21,307,152
Health-Management-of-Poultry.txt,Livestock,3504,215,222,3504,1098
Health-Management.txt,Livestock,2901,184,326,2901,964
Heat-(oestrus)-in-the-sow.txt,Livestock,387,21,27,387,163
Housing-for-Dairy-Cattle.txt,Livestock,3851,188,292,3851,1125
Housing-Management.txt,Livestock,718,36,138,718,351
Importance-of-record-keeping-at-livestock-farm.txt,Livestock,804,35,38,804,318
Incidences-of-mastitis-among-bovines-and-its-management-.txt,Livestock,1074,46,60,1074,430
Indian-Gir-Cow-Milk-Urine-Health-Benefits.txt,Livestock,893,38,40,893,417
Indigenous-Dog-Breeds-of-Tamil-Nadu.txt,Livestock,753,34,39,753,360
Indigenous-vaccine-for-Lumpy-Skin-disease.txt,Livestock,431,22,25,431,224
Infertility-in-farm-animals-.txt,Livestock,4116,235,170,4116,1247
Integrated-Farming-Systems-for-North-Eastern-Hilly-Region.txt,Livestock,4714,213,471,4714,1409
Internal-parasites-and-skin-infections-of-pigs.txt,Livestock,931,56,53,931,328
Internal-parasites-of-ruminants.txt,Livestock,633,38,53,633,283
Ketosis-in-Dairy-Animals-and-its-Management.txt,Livestock,684,46,52,684,309
Lambing-and-Kidding-(Parturition).txt,Livestock,598,36,55,598,254
Livestock-disease-forewarning-.txt,Livestock,803,22,96,803,391
Lumpy-Skin-disease-in-cattle.txt,Livestock,755,36,48,755,354
Management-of-Dairy-animals-during-heat-stress.txt,Livestock,624,30,64,624,320
Management-practices-for-enhancing-productivity-of-piggery-farm.txt,Livestock,3013,137,220,3013,1071
Managing-buffaloes-during-drought.txt,Livestock,1546,74,51,1546,678
Measures-to-increase-fodder-availability.txt,Livestock,3060,52,360,3060,1018
Milk-Production-and-the-Udder.txt,Livestock,323,20,31,323,140
Milking-Machines.txt,Livestock,1067,30,95,1067,440
Mobile-Veterinary-Units-.txt,Livestock,735,28,49,735,341
Model-bankable-project-on-goat-farming.txt,Livestock,2338,107,677,2338,908
Model-bankable-project-on-Pig-Farming.txt,Livestock,3318,158,397,3318,1246
Moringa-cultivation-for-goat-feed.txt,Livestock,4171,179,807,4171,1232
One-Health-and-Global-Animal-Production.txt,Livestock,1125,38,55,1125,464
Organs-and-systems-of-an-animal-body.txt,Livestock,1108,64,93,1108,363
Overview-of--Veterinary-Medicine.txt,Livestock,661,33,104,661,366
Piggery.txt,Livestock,3203,125,408,3203,996
Pregnancy-and-Farrowig-in-pigs.txt,Livestock,491,26,32,491,226
Pregnancy-In-Ruminants.txt,Livestock,328,17,48,328,172
Prevention-and-Control-of-Common-Gastrointestinal-Roundworms-in-Livestock-species.txt,Livestock,538,28,27,538,281
Prospects-of-using-Artificial-Insemination-technology-in-pig-farming.txt,Livestock,1277,58,77,1277,534
Rearing-of-Calves.txt,Livestock,463,16,234,463,215
Repeat-breeding-syndrome-in-dairy-cows.txt,Livestock,1622,96,66,1622,694
Reproductive-system-in-sheeps-and-goats.txt,Livestock,1836,86,110,1836,680
Restraining-cattle-and-buffalo.txt,Livestock,359,17,36,359,165
Role-of-Livestock-in-Indian-Economy.txt,Livestock,1460,65,219,1460,524
Rumen-movement-in-ruminants.txt,Livestock,351,30,41,351,169
Shearing-and-Dagging-in-sheep.txt,Livestock,297,17,24,297,151
Sheep-Farming.txt,Livestock,1095,55,78,1095,464
Signs-of-Oestrus-in-ruminants.txt,Livestock,1078,58,85,1078,389
Spread-of-disease-in-animals.txt,Livestock,451,30,45,451,198
Teeth-clipping-in-young-pigs.txt,Livestock,422,26,28,422,167
Uses-of-animals-and-their-health-problems.txt,Livestock,540,36,58,540,258
Vaccination-schedule-for-goats.txt,Livestock,253,15,82,253,96
Vaccination-schedule-in-cattle-and-buffalo.txt,Livestock,1125,22,269,1125,423
Welfare-Requirements-of-Dairy-Calves-.txt,Livestock,1583,68,51,1583,568
New Text Document.txt,m,5,1,3,5,4
Agri-Export-Zones.txt,Market-information,1542,84,465,1542,699
Contract-Farming-.txt,Market-information,1953,70,163,1953,728
e-Auction-of-Cardamom.txt,Market-information,230,13,17,230,129
e-Auction-of-FCV-Tobacco.txt,Market-information,466,17,27,466,203
e-Auction-of-Tea-.txt,Market-information,252,11,17,252,136
e-CHARAK-platform-for-medicinal-plants.txt,Market-information,426,19,52,426,206
Institutions-related-to-Agriculutural-marketing.txt,Market-information,364,13,116,364,214
Market-information-related-websites.txt,Market-information,882,31,49,882,400
Minimum-Support-Price-for-Minor-Forest-Produce-.txt,Market-information,1775,17,758,1775,543
Minimum-Support-Price.txt,Market-information,1934,48,379,1934,666
"Model-Contract-Farming-Act,-2018.txt",Market-information,420,18,27,420,204
Operation-Greens.txt,Market-information,522,18,43,522,253
Agricultural-Credit.txt,State-specific-schemes-for-farmers,273,16,42,273,150
Agricultural-Insurance.txt,National-Schemes-for-Farmers,825,44,103,825,329
Assistance-for-Custom-Hiring-of-Farm-machinery.txt,National-Schemes-for-Farmers,528,25,123,528,166
Financial-Assistance-for-Procuremen.txt,National-Schemes-for-Farmers,4552,267,2039,4552,672
Horticulture.txt,State-specific-schemes-for-farmers,7836,393,726,7836,1037
Integrated-Farming.txt,State-specific-schemes-for-farmers,673,30,77,673,254
Irrigation.txt,State-specific-schemes-for-farmers,749,25,180,749,258
Kisan-Rail-service-.txt,National-Schemes-for-Farmers,360,11,34,360,188
National-Agricultural-Marketing.txt,National-Schemes-for-Farmers,799,38,52,799,383
Plant-Protection.txt,State-specific-schemes-for-farmers,469,22,86,469,247
Protection-of-Plant-Varieties-And-Farmers`Rights.txt,National-Schemes-for-Farmers,773,23,78,773,290
Schemes-for-Organic-Farming.txt,National-Schemes-for-Farmers,2109,70,777,2109,840
Seeds.txt,State-specific-schemes-for-farmers,791,30,122,791,275
"Soil-Health-Card,-Soil-Conservation-and-Micronutrients.txt",National-Schemes-for-Farmers,795,33,139,795,331
Sustainable-Agriculture.txt,National-Schemes-for-Farmers,2092,105,672,2092,704
Training-and-Extension-for-Farmers.txt,State-specific-schemes-for-farmers,1357,37,240,1357,489
Agri-Clinics-and-Agri-Business-Centres-Scheme.txt,Policies-and-Schemes,820,24,63,820,368
Agricultural-Marketing-Infrastructu.txt,Policies-and-Schemes,708,23,43,708,280
Agricultural-Mechanization-for-in-situ-Management-of-Crop-Residues.txt,Policies-and-Schemes,744,25,26,744,304
Animal-Husbandry-Infrastructure-Development-Fund-(AHIDF).txt,Policies-and-Schemes,839,27,48,839,313
Animal-Pandemic-Preparedness-Initiative.txt,Policies-and-Schemes,322,8,19,322,163
Assistance-for-Fodder-Feed-Production.txt,Policies-and-Schemes,347,15,27,347,181
Assistance-for-Pig-Farming.txt,Policies-and-Schemes,360,17,36,360,168
Assistance-for-Poultry-Farming.txt,Policies-and-Schemes,418,29,37,418,190
Assistance-for-Sheep-Goat-Farming.txt,Policies-and-Schemes,300,13,36,300,161
Assitance-for-Cattle---Buffalo-Farming.txt,Policies-and-Schemes,294,18,35,294,166
Biotech-KISAN-scheme.txt,Policies-and-Schemes,1003,40,39,1003,373
Blue-revolution.txt,Policies-and-Schemes,756,15,55,756,289
Bringing-Green-Revolution-to-Eastern-India-.txt,Policies-and-Schemes,190,5,26,190,115
Coir-Udyami-Yojana.txt,Policies-and-Schemes,680,23,45,680,313
Dairy-Entrepreneurship-Development-Scheme.txt,Policies-and-Schemes,1145,26,92,1145,401
Deep-Sea-Fishing-and-Tuna-Processing.txt,Policies-and-Schemes,288,16,26,288,171
Development-of-Domestic-Fish-Marketing.txt,Policies-and-Schemes,1301,57,106,1301,459
DIDF---Dairy-Processing-_-Infrastructure-Development-Fund.txt,Policies-and-Schemes,790,24,48,790,320
"FAQs-on-PPV_FR-Act,-2001.txt",Policies-and-Schemes,5293,371,897,5293,1551
"Farmers’-Rights-in-the-PPV_FR-Act,-2001.txt",Policies-and-Schemes,1265,31,45,1265,409
Financial-assistance-schemes-of-AWBI-.txt,Policies-and-Schemes,736,28,44,736,275
Fisheries-Development-in-Reservoirs.txt,Policies-and-Schemes,652,23,29,652,259
Fodder-Development-Scheme-.txt,Policies-and-Schemes,552,27,113,552,236
Ground-Water-Irrigation-scheme.txt,Policies-and-Schemes,1764,68,104,1764,607
Haldhar-Organic-Farmer-Award-.txt,Policies-and-Schemes,380,13,43,380,213
Incentive-Scheme-for-Acquisition-of.txt,Policies-and-Schemes,568,14,28,568,212
Infrastructure-Development-for-Harbours-and-Landing-Centres.txt,Policies-and-Schemes,350,12,32,350,180
Intensive-Aquaculture-in-Ponds-and-Tanks-.txt,Policies-and-Schemes,1196,57,144,1196,316
Jagjivan-Ram-Innovative-Farmer-Award-.txt,Policies-and-Schemes,731,20,102,731,358
Jute-Integrated-Development-Scheme-.txt,Policies-and-Schemes,1161,39,72,1161,432
Jute-Raw-Material-Bank-Scheme.txt,Policies-and-Schemes,1148,37,64,1148,438
Key-stakholders-of-MGNREGS.txt,Policies-and-Schemes,2699,35,169,2699,760
Labour-groups-in-MGNREGS.txt,Policies-and-Schemes,448,27,48,448,233
Model-Agriculture-Land-Leasing-Act-.txt,Policies-and-Schemes,671,20,26,671,301
N.G.-Ranga-Farmer-Award-for-Diversified-Agriculture.txt,Policies-and-Schemes,368,13,41,368,201
National-Agroforestry-Policy.txt,Policies-and-Schemes,722,25,36,722,358
National-Bamboo-Mission-.txt,Policies-and-Schemes,1967,99,341,1967,608
National-Certification-System-for-Tissue-Culture-Raised-Plants.txt,Policies-and-Schemes,546,20,30,546,246
National-Dairy-Plan-Phase-I.txt,Policies-and-Schemes,1378,24,113,1378,550
National-Food-Security-Mission.txt,Policies-and-Schemes,284,6,22,284,118
National-Livestock-Mission.txt,Policies-and-Schemes,437,10,23,437,202
National-Mission-on-Agricultural-Extension-_-Technology.txt,Policies-and-Schemes,371,12,26,371,194
National-Policy-on-Marine-Fisheries-2017.txt,Policies-and-Schemes,323,11,23,323,166
National-Programme-for-Bovine-Breeding-and-Dairy-Development.txt,Policies-and-Schemes,1344,35,99,1344,460
NDDB_s-Quality-Mark-for-Milk-and-Milk-Products-.txt,Policies-and-Schemes,895,33,65,895,336
Online-services-for-Vessel-registration-and-fishing-license.txt,Policies-and-Schemes,259,18,33,259,134
Overview-of-Krishonnati-Yojana.txt,Policies-and-Schemes,1062,34,53,1062,439
Overview-of-MGNREGA.txt,Policies-and-Schemes,1653,41,88,1653,607
Pandit-Deen-Dayal-Upadhyay-Antyodaya--Krishi-Puruskar.txt,Policies-and-Schemes,1590,65,44,1590,630
Paramparagat-Krishi-Vikas-Yojana.txt,Policies-and-Schemes,814,31,74,814,353
Partnership-with-civil-society-organisations.txt,Policies-and-Schemes,1157,52,102,1157,394
Planning-for-works-and-preparation-of-labour-budget.txt,Policies-and-Schemes,864,21,108,864,337
PMEGP.txt,Policies-and-Schemes,819,31,79,819,369
Policy-on-Promotion-of-Organic-Fertilizers.txt,Policies-and-Schemes,514,11,17,514,204
Policy-paper-on-doubling-farmers-income.txt,Policies-and-Schemes,1744,65,85,1744,569
Pradhan-Mantri-Annadata-Aay-SanraksHan-Abhiyan.txt,Policies-and-Schemes,575,23,21,575,233
Pradhan-Mantri-KISAN-Samman-Nidhi.txt,Policies-and-Schemes,576,14,35,576,281
Pradhan-Mantri-Kisan-Sampada-Yojana.txt,Policies-and-Schemes,419,16,32,419,194
Pradhan-Mantri-Kisan-Samridhi-Kendras.txt,Policies-and-Schemes,593,19,33,593,281
Pradhan-Mantri-Krishi-Sinchai-Yojana.txt,Policies-and-Schemes,1713,56,110,1713,631
Pradhan-Mantri-Matsya-Sampada-Yojana.txt,Policies-and-Schemes,1221,47,110,1221,377
Rashtriya-Krishi-Vikas-Yojana-.txt,Policies-and-Schemes,483,9,56,483,238
RGUMY.txt,Policies-and-Schemes,1911,65,66,1911,632
RISC.txt,Policies-and-Schemes,998,43,125,998,394
Scheme-for-Promotion-of-oil-palm-in-India.txt,Policies-and-Schemes,880,33,43,880,342
Schemes-for-Coastal-Aquaculture.txt,Policies-and-Schemes,784,28,103,784,245
